6,4,4,4
0,1,2,0
7,5,4,2
2,0,4,1
7,3,5,5
4,1,2,2
6,0,4,0
2,2,4,1
4,0,3,0
0,6,2,7
3,0,2,0
1,2,2,2
2,0,1,1
2,7,4,6
1,1,0,0
0,2,1,1
5,5,1,5
